level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	247	1	1	2	253	2979	57	20	96.918083	FOR
5	1	247	1	1	3	322	2979	143	20	95.565758	EXTERIOR
5	1	247	1	1	4	477	2979	132	20	93.247231	PLACARD
5	1	247	1	1	5	619	2979	17	20	93.229256	&
5	1	247	1	1	6	646	2979	127	24	95.435036	STENCIL,
5	1	247	1	1	7	786	2979	111	20	95.435036	INSTALL
5	1	247	1	1	8	906	2979	177	20	96.579399	APPLICATOR
2	1	248	0	0	0	3714	2942	287	38	-1	
3	1	248	1	0	0	3714	2942	287	38	-1	
4	1	248	1	1	0	3714	2942	287	38	-1	
5	1	248	1	1	1	3714	2942	287	38	83.434410	A511351610
2	1	249	0	0	0	4384	2977	73	4	-1	
3	1	249	1	0	0	4384	2977	73	4	-1	
4	1	249	1	1	0	4384	2977	73	4	-1	
5	1	249	1	1	1	4384	2977	29	4	55.922413	—
5	1	249	1	1	2	4429	2977	28	4	49.166409	—
2	1	250	0	0	0	253	3013	846	20	-1	
3	1	250	1	0	0	253	3013	846	20	-1	
4	1	250	1	1	0	253	3013	846	20	-1	
5	1	250	1	1	1	253	3013	52	20	93.220268	P/N:
5	1	250	1	1	2	315	3013	193	20	91.451874	ATPTPT1000P
5	1	250	1	1	3	518	3013	39	20	96.763596	ON
5	1	250	1	1	4	569	3013	54	20	96.680321	THE
5	1	250	1	1	5	636	3013	122	20	95.861778	PRINTED
5	1	250	1	1	6	769	3013	63	20	95.861778	SIDE
5	1	250	1	1	7	844	3013	112	20	96.563301	BEFORE
5	1	250	1	1	8	968	3013	131	20	96.067894	PACKING.
2	1	251	0	0	0	2906	3036	193	24	-1	
3	1	251	1	0	0	2906	3036	193	24	-1	
4	1	251	1	1	0	2906	3036	193	24	-1	
5	1	251	1	1	1	2906	3036	193	24	92.200989	27-FEB-2023
2	1	252	0	0	0	3330	3019	472	24	-1	
3	1	252	1	0	0	3330	3019	472	24	-1	
4	1	252	1	1	0	3330	3019	472	24	-1	
5	1	252	1	1	1	3330	3019	112	24	96.180740	SCALE:
5	1	252	1	1	2	3462	3021	117	22	96.576782	SCALED
5	1	252	1	1	3	3589	3021	38	22	96.771965	AS
5	1	252	1	1	4	3640	3021	162	22	96.622574	INDICATED.
2	1	253	0	0	0	189	3053	1721	28	-1	
3	1	253	1	0	0	189	3053	1721	28	-1	
4	1	253	1	1	0	189	3053	1721	28	-1	
5	1	253	1	1	1	189	3053	94	24	96.479279	NOTE:
5	1	253	1	1	2	299	3055	59	22	93.017113	FOR
5	1	253	1	1	3	370	3055	187	22	91.304642	EFFECTIVITY
5	1	253	1	1	4	566	3055	61	22	96.903374	AND
5	1	253	1	1	5	639	3055	155	26	96.219414	LOCATION,
5	1	253	1	1	6	807	3055	97	22	96.472122	REFER
5	1	253	1	1	7	914	3055	39	22	96.401711	TO
5	1	253	1	1	8	963	3055	148	22	96.235420	AIRCRAFT
5	1	253	1	1	9	1119	3055	180	22	96.320068	APPLICABLE
5	1	253	1	1	10	1312	3055	52	26	96.930862	IPC,
5	1	253	1	1	11	1374	3055	67	22	96.836502	AMM
5	1	253	1	1	12	1452	3055	61	22	96.558434	AND
5	1	253	1	1	13	1524	3055	67	22	96.126328	CMM
5	1	253	1	1	14	1604	3055	90	22	96.770821	USING
5	1	253	1	1	15	1705	3055	56	22	96.612274	THE
5	1	253	1	1	16	1772	3055	138	22	96.622078	ORIGINAL
2	1	254	0	0	0	3462	3057	286	22	-1	
3	1	254	1	0	0	3462	3057	286	22	-1	
4	1	254	1	1	0	3462	3057	286	22	-1	
5	1	254	1	1	1	3462	3057	97	22	95.749870	REFER
5	1	254	1	1	2	3570	3057	39	22	96.292274	TO
5	1	254	1	1	3	3622	3057	55	22	96.221855	EPS
5	1	254	1	1	4	3689	3057	59	22	96.604439	FILE
2	1	255	0	0	0	3886	3030	61	54	-1	
3	1	255	1	0	0	3886	3030	61	54	-1	
4	1	255	1	1	0	3886	3030	61	54	-1	
5	1	255	1	1	1	3886	3030	61	54	42.205292	x
2	1	256	0	0	0	299	3090	1258	28	-1	
3	1	256	1	0	0	299	3090	1258	28	-1	
4	1	256	1	1	0	299	3090	1258	28	-1	
5	1	256	1	1	1	299	3090	64	22	96.500488	OEM
5	1	256	1	1	2	376	3090	77	22	96.742836	PART
5	1	256	1	1	3	463	3090	125	22	96.506958	NUMBER
5	1	256	1	1	4	598	3090	61	22	87.673927	AND
5	1	256	1	1	5	668	3090	8	22	90.759041	/
5	1	256	1	1	6	686	3090	42	22	96.582275	OR
5	1	256	1	1	7	740	3090	91	22	93.287140	USING
5	1	256	1	1	8	842	3090	88	28	92.974510	EYEng
5	1	256	1	1	9	942	3090	193	22	96.184456	PUBLICATION
5	1	256	1	1	10	1146	3090	191	22	96.405701	AMENDMENT
5	1	256	1	1	11	1347	3090	65	28	96.003700	(SEE
5	1	256	1	1	12	1423	3090	91	22	96.156654	TABLE
5	1	256	1	1	13	1528	3090	29	28	95.683929	1).
2	1	257	0	0	0	2232	3090	209	24	-1	
3	1	257	1	0	0	2232	3090	209	24	-1	
4	1	257	1	1	0	2232	3090	209	24	-1	
5	1	257	1	1	1	2232	3090	82	24	95.446991	PAUL
5	1	257	1	1	2	2327	3090	114	24	96.150978	MORAL
2	1	258	0	0	0	2876	3086	259	31	-1	
3	1	258	1	0	0	2876	3086	259	31	-1	
4	1	258	1	1	0	2876	3086	259	31	-1	
5	1	258	1	1	1	2876	3086	259	31	88.342606	(DD-MMN-YYYY)
2	1	259	0	0	0	4148	3077	107	24	-1	
3	1	259	1	0	0	4148	3077	107	24	-1	
4	1	259	1	1	0	4148	3077	107	24	-1	
5	1	259	1	1	1	4148	3077	107	24	96.470955	SHEET
2	1	260	0	0	0	4299	3076	9	24	-1	
3	1	260	1	0	0	4299	3076	9	24	-1	
4	1	260	1	1	0	4299	3076	9	24	-1	
5	1	260	1	1	1	4299	3076	9	24	95.727280	1
2	1	261	0	0	0	4364	3076	100	25	-1	
3	1	261	1	0	0	4364	3076	100	25	-1	
4	1	261	1	1	0	4364	3076	100	25	-1	
5	1	261	1	1	1	4364	3077	43	24	95.541161	OF
5	1	261	1	1	2	4429	3076	35	24	96.639229	22
2	1	262	0	0	0	3796	3143	232	31	-1	
3	1	262	1	0	0	3796	3143	232	31	-1	
4	1	262	1	1	0	3796	3143	232	31	-1	
5	1	262	1	1	1	3796	3143	232	31	85.486824	EYEng/TS/8660
2	1	263	0	0	0	4095	3143	151	24	-1	
3	1	263	1	0	0	4095	3143	151	24	-1	
4	1	263	1	1	0	4095	3143	151	24	-1	
5	1	263	1	1	1	4095	3143	96	24	95.794281	ISSUE
5	1	263	1	1	2	4215	3143	31	24	95.794281	13
2	1	264	0	0	0	4352	3143	142	24	-1	
3	1	264	1	0	0	4352	3143	142	24	-1	
4	1	264	1	1	0	4352	3143	142	24	-1	
5	1	264	1	1	1	4352	3143	66	24	95.340866	DEC
5	1	264	1	1	2	4428	3143	66	24	96.800812	2021
2	1	265	0	0	0	4133	3197	10	30	-1	
3	1	265	1	0	0	4133	3197	10	30	-1	
4	1	265	1	1	0	4133	3197	10	30	-1	
5	1	265	1	1	1	4133	3197	10	30	96.477798	1
